ds,all_day_bing_tiles_visited_relative_change,all_day_ratio_single_tile_users
2021-01-01,0.34170727272727275,0.17546363636363635
2021-01-02,0.2214336363636364,0.18404727272727275
2021-01-03,0.26576636363636363,0.18691999999999995
2021-01-04,0.1858390909090909,0.1793309090909091
2021-01-05,0.17465545454545453,0.18255727272727273
2021-01-06,0.1782763636363636,0.1790690909090909
2021-01-07,0.16416363636363634,0.18449272727272728
2021-01-08,0.17430818181818183,0.18210636363636362
2021-01-09,0.19690363636363636,0.18663999999999997
2021-01-10,0.19080272727272726,0.18740000000000004
2021-01-11,0.16851090909090907,0.17845181818181818
2021-01-12,0.16530272727272724,0.1848545454545455
2021-01-13,0.14637,0.18536636363636363
2021-01-14,0.1714118181818182,0.18403999999999998
2021-01-15,0.15925636363636364,0.17846454545454546
2021-01-16,0.19015545454545454,0.17616909090909091
2021-01-17,0.16610454545454545,0.1827781818181818
2021-01-18,0.16763090909090908,0.17361545454545455
2021-01-19,0.1619081818181818,0.17971727272727273
2021-01-20,0.17470454545454547,0.17580363636363636
2021-01-21,0.1908790909090909,0.17505636363636362
2021-01-22,0.19576090909090907,0.1737381818181818
2021-01-23,0.21452272727272728,0.17897181818181818
2021-01-24,0.24813363636363633,0.17369545454545454
2021-01-25,0.16262636363636365,0.17469909090909091
2021-01-26,0.1639509090909091,0.17611272727272728
2021-01-27,0.17404454545454545,0.17930545454545455
2021-01-28,0.18868,0.17846545454545457
2021-01-29,0.1749690909090909,0.17645545454545453
2021-01-30,0.20632909090909093,0.18038272727272728
2021-01-31,0.19128363636363635,0.18372818181818182
2021-02-01,0.1818218181818182,0.18674909090909086
2021-02-02,0.16859636363636366,0.19986363636363633
2021-02-03,0.12436272727272728,0.20540363636363634
2021-02-04,0.08680636363636364,0.20579
2021-02-05,0.10404636363636363,0.20191363636363635
2021-02-06,0.1588490909090909,0.19598454545454544
2021-02-07,0.16768363636363634,0.2051554545454545
2021-02-08,0.11635545454545454,0.19867454545454544
2021-02-09,0.18575545454545458,0.19352636363636364
2021-02-10,0.04352272727272727,0.19968090909090908
2021-02-11,-0.0693918181818182,0.20270454545454547
2021-02-12,-0.0993690909090909,0.18841909090909087
2021-02-13,0.06698000000000001,0.18242636363636364
2021-02-14,0.03271545454545455,0.18597909090909087
2021-02-15,0.11084454545454543,0.2024154545454545
2021-02-16,0.07374727272727272,0.22229545454545452
2021-02-17,0.09956636363636363,0.21316636363636363
2021-02-18,0.004383636363636363,0.23095363636363633
2021-02-19,0.0229,0.22210999999999997
2021-02-20,0.029226363636363637,0.22463999999999995
2021-02-21,0.022312727272727265,0.221
2021-02-22,0.017914545454545454,0.21854363636363636
2021-02-23,0.06066454545454545,0.22238363636363634
2021-02-24,0.03343181818181818,0.22909727272727276
2021-02-25,0.06286454545454546,0.22207909090909092
2021-02-26,0.08287090909090908,0.21047181818181818
2021-02-27,0.11382363636363636,0.21204454545454546
2021-02-28,0.10146727272727273,0.21431090909090908
2021-03-01,0.1008009090909091,0.19256818181818183
2021-03-02,0.09065727272727273,0.2035509090909091
2021-03-03,0.09962727272727273,0.2001572727272727
2021-03-04,0.10754818181818182,0.19812181818181818
2021-03-05,0.09307181818181819,0.19783
2021-03-06,0.12663090909090913,0.19946909090909093
2021-03-07,0.11777818181818182,0.20177999999999996
2021-03-08,0.15788090909090913,0.16894818181818183
2021-03-09,0.16363999999999998,0.17986272727272726
2021-03-10,0.11506090909090907,0.19082818181818179
2021-03-11,0.1385345454545455,0.19207909090909092
2021-03-12,0.13707727272727274,0.1857490909090909
2021-03-13,0.17165545454545453,0.18944181818181818
2021-03-14,0.17054545454545453,0.19453272727272727
2021-03-15,0.16762909090909092,0.1770927272727273
2021-03-16,0.1542090909090909,0.18153636363636363
2021-03-17,0.14439454545454544,0.18409636363636367
2021-03-18,0.15857,0.18528
2021-03-19,0.15076363636363638,0.1824190909090909
2021-03-20,0.23374181818181816,0.18617272727272727
2021-03-21,0.19494090909090908,0.18827181818181818
2021-03-22,0.1923009090909091,0.17631090909090907
2021-03-23,0.19116727272727269,0.17995818181818182
2021-03-24,0.17207545454545456,0.18982454545454547
2021-03-25,0.17784454545454545,0.18613545454545458
2021-03-26,0.18782,0.1795518181818182
2021-03-27,0.2227345454545455,0.1814445454545455
2021-03-28,0.21325545454545455,0.18555454545454547
2021-03-29,0.20650272727272725,0.17424272727272727
2021-03-30,0.21558181818181812,0.17960636363636362
2021-03-31,0.18940272727272725,0.18063909090909094
2021-04-01,0.21591454545454544,0.18105636363636363
2021-04-02,0.1457790909090909,0.18573636363636362
2021-04-03,0.20699181818181822,0.1823881818181818
2021-04-04,0.18677272727272728,0.1921618181818182
2021-04-05,0.2091854545454546,0.17400818181818184
2021-04-06,0.21092363636363637,0.17962545454545453
2021-04-07,0.19118818181818178,0.17920090909090908
2021-04-08,0.18960181818181818,0.18367636363636367
2021-04-09,0.2078827272727273,0.18117909090909087
2021-04-10,0.19464909090909088,0.19638272727272724
2021-04-11,0.19735363636363631,0.19749636363636364
2021-04-12,0.1991409090909091,0.18126
2021-04-13,0.21639454545454545,0.18465363636363638
2021-04-14,0.20765090909090908,0.1774118181818182
2021-04-15,0.22831272727272725,0.18060818181818183
2021-04-16,0.18684,0.17974272727272725
2021-04-17,0.21127454545454546,0.1909772727272727
2021-04-18,0.1783409090909091,0.19908272727272724
2021-04-19,0.18706545454545453,0.1799981818181818
2021-04-20,0.25857545454545455,0.18003636363636366
2021-04-21,0.2152390909090909,0.20013454545454545
2021-04-22,0.19217636363636362,0.19070545454545454
