ds,all_day_bing_tiles_visited_relative_change,all_day_ratio_single_tile_users
2020-05-04,-0.31249,0.29976
2020-05-05,-0.35061,0.31848
2020-05-06,-0.30226,0.28635
2020-05-07,-0.28606,0.27707
2020-05-08,-0.31249,0.28618
2020-05-09,-0.2438,0.28238
2020-05-10,-0.34347,0.35147
2020-05-11,-0.32226,0.30051
2020-05-12,-0.28982,0.2834
2020-05-13,-0.26857,0.27356
2020-05-14,-0.34924,0.31099
2020-05-15,-0.27288,0.25611
2020-05-16,-0.22493,0.27146
2020-05-17,-0.41282,0.39835
2020-05-18,-0.29345,0.28848
2020-05-19,-0.30149,0.29633
2020-05-20,-0.25152,0.26452
2020-05-21,-0.24433,0.26039
2020-05-22,-0.23942,0.24416
2020-05-23,-0.21523,0.26477
2020-05-24,-0.22401,0.28034
2020-05-25,-0.35008,0.29303
2020-05-26,-0.22823,0.25303
2020-05-27,-0.22841,0.25399
2020-05-28,-0.24112,0.25498
2020-05-29,-0.2107,0.2274
2020-05-30,-0.15454,0.23899
2020-05-31,-0.19272,0.29103
2020-06-01,-0.23921,0.27775
2020-06-02,-0.2352,0.26095
2020-06-03,-0.21528,0.24639
2020-06-04,-0.18766,0.23334
2020-06-05,-0.17953,0.21786
2020-06-06,-0.09662,0.21988
2020-06-07,-0.16092,0.25828
2020-06-08,-0.14974,0.21953
2020-06-09,-0.1828,0.23489
2020-06-10,-0.18921,0.23374
2020-06-11,-0.14605,0.21134
2020-06-12,-0.12517,0.19547
2020-06-13,-0.08868,0.21406
2020-06-14,-0.1207,0.24591
2020-06-15,-0.13605,0.21305
2020-06-16,-0.13395,0.2095
2020-06-17,-0.12454,0.20566
2020-06-18,-0.11246,0.20069
2020-06-19,-0.10398,0.19117
2020-06-20,-0.06455,0.20515
2020-06-21,-0.11361,0.23109
2020-06-22,-0.1543,0.22052
2020-06-23,-0.15298,0.21519
2020-06-24,-0.13107,0.21032
2020-06-25,-0.1091,0.19849
2020-06-26,-0.14784,0.20914
2020-06-27,-0.07983,0.208
2020-06-28,-0.07376,0.233
2020-06-29,-0.12355,0.21319
2020-06-30,-0.12148,0.20642
2020-07-01,-0.06899,0.18893
2020-07-02,-0.04031,0.18324
2020-07-03,-0.07611,0.18356
2020-07-04,-0.16051,0.21129
2020-07-05,-0.11179,0.23105
2020-07-06,-0.10964,0.20644
2020-07-07,-0.11912,0.20727
2020-07-08,-0.11543,0.20394
2020-07-09,-0.11021,0.20001
2020-07-10,-0.11626,0.1887
2020-07-11,-0.051,0.1968
2020-07-12,-0.06646,0.22698
2020-07-13,-0.09691,0.19575
2020-07-14,-0.10621,0.19723
2020-07-15,-0.11084,0.2056
2020-07-16,-0.122,0.20163
2020-07-17,-0.09254,0.18296
2020-07-18,-0.06602,0.2081
2020-07-19,-0.15846,0.26288
2020-07-20,-0.10361,0.19902
2020-07-21,-0.1395,0.20554
2020-07-22,-0.13033,0.20253
2020-07-23,-0.09111,0.188
2020-07-24,-0.09122,0.18066
2020-07-25,-0.03815,0.19644
2020-07-26,-0.07435,0.2364
2020-07-27,-0.12181,0.20592
2020-07-28,-0.10657,0.19677
2020-07-29,-0.10442,0.19747
2020-07-30,-0.10429,0.19439
2020-07-31,-0.07823,0.17336
2020-08-01,-0.03175,0.19212
2020-08-02,-0.08443,0.23393
2020-08-03,-0.10516,0.19927
2020-08-04,-0.10608,0.19295
2020-08-05,-0.09675,0.18887
2020-08-06,-0.10011,0.18857
2020-08-07,-0.08857,0.17612
2020-08-08,-0.03161,0.19048
2020-08-09,-0.05239,0.22578
2020-08-10,-0.13632,0.21766
2020-08-11,-0.0945,0.19231
2020-08-12,-0.07489,0.18707
2020-08-13,-0.08273,0.18752
2020-08-14,-0.0846,0.17747
2020-08-15,-0.04303,0.19469
2020-08-16,-0.05633,0.22374
2020-08-17,-0.10351,0.19543
2020-08-18,-0.10948,0.19318
2020-08-19,-0.09859,0.18938
2020-08-20,-0.08879,0.1867
2020-08-21,-0.08532,0.17564
2020-08-22,-0.03253,0.19113
2020-08-23,-0.06384,0.22909
2020-08-24,-0.12133,0.20499
2020-08-25,-0.11997,0.19885
2020-08-26,-0.11683,0.19777
2020-08-27,-0.11226,0.19636
2020-08-28,-0.10968,0.183
2020-08-29,-0.04013,0.19022
2020-08-30,-0.04536,0.21977
2020-08-31,-0.10603,0.19467
2020-09-01,-0.12564,0.20323
2020-09-02,-0.10196,0.18872
2020-09-03,-0.07266,0.17813
2020-09-04,-0.05289,0.16887
2020-09-05,-0.00767,0.18375
2020-09-06,-0.10184,0.23235
2020-09-07,-0.22641,0.23944
2020-09-08,-0.17928,0.22355
2020-09-09,-0.15999,0.209
2020-09-10,-0.13965,0.20179
2020-09-11,-0.14604,0.1904
2020-09-12,-0.12551,0.21435
2020-09-13,-0.08148,0.22043
2020-09-14,-0.12418,0.19477
2020-09-15,-0.12007,0.19147
2020-09-16,-0.10806,0.18614
2020-09-17,-0.0982,0.18764
2020-09-18,-0.1065,0.17856
2020-09-19,-0.0321,0.18956
2020-09-20,-0.07118,0.22179
2020-09-21,-0.12814,0.19716
2020-09-22,-0.12367,0.19607
2020-09-23,-0.11236,0.19093
2020-09-24,-0.10957,0.18783
2020-09-25,-0.09035,0.17555
2020-09-26,-0.02655,0.18605
2020-09-27,-0.07119,0.22214
2020-09-28,-0.15011,0.21323
2020-09-29,-0.13504,0.20202
2020-09-30,-0.13215,0.20233
2020-10-01,-0.11184,0.19832
2020-10-02,-0.10844,0.18041
2020-10-03,-0.06032,0.20149
2020-10-04,-0.11986,0.24029
2020-10-05,-0.12977,0.20271
2020-10-06,-0.12893,0.19624
2020-10-07,-0.11098,0.19104
2020-10-08,-0.10953,0.19064
2020-10-09,-0.09874,0.17558
2020-10-10,-0.02604,0.18908
2020-10-11,-0.06693,0.22639
2020-10-12,-0.16942,0.22476
2020-10-13,-0.13077,0.20077
2020-10-14,-0.11426,0.19562
2020-10-15,-0.12034,0.20063
2020-10-16,-0.12006,0.19143
2020-10-17,-0.07444,0.20725
2020-10-18,-0.17241,0.26924
2020-10-19,-0.15629,0.21867
2020-10-20,-0.16587,0.21697
2020-10-21,-0.1484,0.20593
2020-10-22,-0.1325,0.20106
2020-10-23,-0.17443,0.21282
2020-10-24,-0.08829,0.21187
2020-10-25,-0.16023,0.26293
2020-10-26,-0.18142,0.22895
2020-10-27,-0.17966,0.22709
2020-10-28,-0.15185,0.2091
2020-10-29,-0.15887,0.21671
2020-10-30,-0.12681,0.19266
2020-10-31,-0.08795,0.20772
2020-11-01,-0.18321,0.27179
2020-11-02,-0.16783,0.22124
2020-11-03,-0.14273,0.19636
2020-11-04,-0.17036,0.21414
2020-11-05,-0.15537,0.20702
2020-11-06,-0.14416,0.19041
2020-11-07,-0.09519,0.20557
2020-11-08,-0.1547,0.25219
2020-11-09,-0.16415,0.21304
2020-11-10,-0.18683,0.22563
2020-11-11,-0.19904,0.23326
2020-11-12,-0.18074,0.22343
2020-11-13,-0.17983,0.21448
2020-11-14,-0.17325,0.24722
2020-11-15,-0.27854,0.32082
2020-11-16,-0.2108,0.24294
2020-11-17,-0.20809,0.24464
2020-11-18,-0.20196,0.23676
2020-11-19,-0.18385,0.22602
2020-11-20,-0.17747,0.21239
2020-11-21,-0.1714,0.24463
2020-11-22,-0.25004,0.30197
2020-11-23,-0.18713,0.23304
2020-11-24,-0.19657,0.24748
2020-11-25,-0.15091,0.22675
2020-11-26,-0.43935,0.31552
2020-11-27,-0.31679,0.25716
2020-11-28,-0.21947,0.25718
2020-11-29,-0.24614,0.30253
2020-11-30,-0.22471,0.25764
2020-12-01,-0.20726,0.2439
2020-12-02,-0.2,0.23538
2020-12-03,-0.19323,0.23052
2020-12-04,-0.19691,0.21974
2020-12-05,-0.16327,0.24138
2020-12-06,-0.24738,0.30332
2020-12-07,-0.2122,0.24499
2020-12-08,-0.20781,0.24359
2020-12-09,-0.18721,0.22638
2020-12-10,-0.17734,0.22072
2020-12-11,-0.1909,0.22661
2020-12-12,-0.20183,0.26546
2020-12-13,-0.21899,0.29243
2020-12-14,-0.20631,0.2425
2020-12-15,-0.20303,0.24069
2020-12-16,-0.19657,0.24171
2020-12-17,-0.18611,0.23455
2020-12-18,-0.17012,0.21274
2020-12-19,-0.12028,0.23426
2020-12-20,-0.16855,0.27072
2020-12-21,-0.13338,0.2199
2020-12-22,-0.11853,0.21309
2020-12-23,-0.06314,0.20391
2020-12-24,-0.19607,0.23707
2020-12-25,-0.54631,0.37281
2020-12-26,-0.28356,0.27771
2020-12-27,-0.26865,0.31076
2020-12-28,-0.20925,0.24258
2020-12-29,-0.17439,0.24903
2020-12-30,-0.19691,0.25946
2020-12-31,-0.18704,0.2297
