ds,all_day_bing_tiles_visited_relative_change,all_day_ratio_single_tile_users
2021-01-01,0.14358866666666664,0.21389266666666668
2021-01-02,0.074764,0.2120146666666667
2021-01-03,0.18057733333333337,0.22078600000000004
2021-01-04,0.12924933333333335,0.19841733333333336
2021-01-05,0.09758,0.20709800000000003
2021-01-06,0.07043733333333332,0.20994133333333329
2021-01-07,0.105532,0.20478799999999994
2021-01-08,0.10760400000000002,0.202086
2021-01-09,0.11718999999999999,0.20668333333333336
2021-01-10,0.13093733333333335,0.21779866666666667
2021-01-11,0.14271933333333336,0.19268533333333335
2021-01-12,0.13253933333333337,0.19655533333333333
2021-01-13,0.08394333333333333,0.20147333333333334
2021-01-14,0.09764133333333333,0.20036333333333337
2021-01-15,0.088538,0.19680866666666666
2021-01-16,0.11280266666666666,0.19992266666666667
2021-01-17,0.10119399999999998,0.21469533333333332
2021-01-18,0.13692066666666666,0.1864646666666667
2021-01-19,0.12926133333333334,0.18942333333333333
2021-01-20,0.10413599999999999,0.1915666666666667
2021-01-21,0.152072,0.1894873333333333
2021-01-22,0.10873466666666666,0.18868
2021-01-23,0.12103533333333333,0.19675733333333328
2021-01-24,0.17102599999999998,0.20805666666666667
2021-01-25,0.14022733333333331,0.18388533333333332
2021-01-26,0.12330599999999999,0.19357133333333337
2021-01-27,0.12607866666666664,0.19217066666666668
2021-01-28,0.13663599999999995,0.19129933333333335
2021-01-29,0.12135133333333334,0.18631666666666666
2021-01-30,0.152774,0.19219733333333336
2021-01-31,0.1864033333333333,0.204916
2021-02-01,0.1744313333333333,0.17894533333333335
2021-02-02,0.14382333333333333,0.2071
2021-02-03,0.07706733333333335,0.21691066666666667
2021-02-04,0.06389066666666667,0.22033866666666665
2021-02-05,0.09330533333333334,0.21005599999999996
2021-02-06,0.12042266666666665,0.20361466666666667
2021-02-07,0.17385066666666665,0.21748466666666666
2021-02-08,0.10608866666666668,0.210028
2021-02-09,0.181544,0.20590066666666668
2021-02-10,-0.013427999999999999,0.21541533333333338
2021-02-11,-0.07723999999999999,0.21912400000000004
2021-02-12,-0.13317933333333334,0.2164393333333333
2021-02-13,-0.06179133333333333,0.20989799999999997
2021-02-14,-0.05355733333333333,0.22128199999999998
2021-02-15,0.006699333333333333,0.23083866666666666
2021-02-16,-0.055762,0.25421533333333335
