ds,all_day_bing_tiles_visited_relative_change,all_day_ratio_single_tile_users
2021-09-25,-0.0203,0.19003
2021-09-26,0.02684,0.20007
2021-09-27,-0.06554,0.17052
2021-09-28,-0.15463,0.14784
2021-09-29,-0.08038,0.17164
2021-09-30,-0.02722,0.17591
2021-10-01,-0.03142,0.12469
2021-10-02,-0.06591,0.15859
2021-10-03,-0.02289,0.24976
2021-10-04,-0.01841,0.23263
2021-10-05,-0.04111,0.22186
2021-10-06,-0.24487,0.17165
2021-10-07,-0.01082,0.16602
2021-10-08,-0.02522,0.1402
2021-10-09,0.18774,0.16871
